TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent_num,PaymentType_cat,StandardDateTime
50,5/4/2025,1038,2072,403,0.0,840.6,0,Debit,2025-05-04
51,5/4/2025,1063,2015,404,1.0,1214.95,5,0,2025-05-04
52,5/4/2025,1198,2066,404,3.0,516.06,15,Debit,2025-05-04
53,5/4/2025,1113,2038,404,2.0,2223.62,10,Online,2025-05-04
54,5/4/2025,1145,2079,401,0.0,1901.08,0,Credit,2025-05-04
55,5/4/2025,1195,2026,402,2.0,507.74,150,Debit,2025-05-04
56,5/4/2025,1169,2010,402,1.0,140.11,5,Cash,2025-05-04
57,5/4/2025,1044,2070,401,1.0,0,5,Cash,2025-05-04
59,5/4/2025,1074,2004,402,2.0,741.8,10,Debit,2025-05-04
60,5/4/2025,1180,2036,404,0.0,217.98,0,Cash,2025-05-04
61,5/4/2025,1175,2029,403,1.0,36.48,5,Cash,2025-05-04
62,5/4/2025,1108,2014,402,1.0,221.67,5,Cash,2025-05-04
63,5/4/2025,1068,2018,401,0.0,2169.04,0,Online,2025-05-04
64,5/4/2025,1042,2039,403,3.0,2929.32,15,Online,2025-05-04
65,5/4/2025,1031,2059,403,3.0,0,15,Cash,2025-05-04
66,5/4/2025,1069,2064,404,3.0,1470.2,15,Credit,2025-05-04
67,5/4/2025,1020,2076,401,3.0,4836.42,15,Online,2025-05-04
68,5/4/2025,1188,2041,403,0.0,1608.42,0,Transfer,2025-05-04
69,5/4/2025,1023,2029,401,2.0,0,10,Cash,2025-05-04
70,5/4/2025,1147,2005,402,3.0,0,15,Cash,2025-05-04
71,5/4/2025,1132,2083,404,2.0,614.53,10,Debit,2025-05-04
72,5/4/2025,1046,2074,404,3.0,659.5,15,Debit,2025-05-04
73,5/4/2025,1023,2060,403,3.0,1225.14,15,Credit,2025-05-04
74,5/4/2025,1085,2041,401,1.0,1447.58,5,Credit,2025-05-04
75,5/4/2025,1084,2052,404,2.0,2925.04,10,Online,2025-05-04
76,5/4/2025,1169,2051,401,3.0,117.32,15,Cash,2025-05-04
77,5/4/2025,1022,2040,403,2.0,55.26,10,Cash,2025-05-04
78,5/4/2025,1029,2098,404,0.0,3631.44,0,Online,2025-05-04
79,5/4/2025,1168,2069,404,3.0,232.39,15,Cash,2025-05-04
80,5/4/2025,1013,2024,403,3.0,372.81,15,Debit,2025-05-04
81,5/4/2025,1160,2056,401,1.0,472.25,5,Debit,2025-05-04
82,5/4/2025,1068,2070,402,2.0,109.38,10,Cash,2025-05-04
83,5/4/2025,1112,2089,404,0.0,2067.6,0,Online,2025-05-04
84,5/4/2025,1007,2080,402,1.0,1498.07,5,Credit,2025-05-04
85,5/4/2025,1079,2070,401,3.0,34.18,15,Cash,2025-05-04
86,5/4/2025,1023,2028,401,3.0,2551.76,15,Online,2025-05-04
87,5/4/2025,1030,2082,402,3.0,799.8,15,Debit,2025-05-04
88,5/4/2025,1183,2037,403,3.0,2160.84,15,Online,2025-05-04
89,5/4/2025,1123,2060,402,3.0,2450.28,15,Online,2025-05-04
90,5/4/2025,1141,2018,404,1.0,2440.17,5,Online,2025-05-04
91,5/4/2025,1153,2065,402,0.0,470.34,0,Debit,2025-05-04
92,5/4/2025,1070,2098,404,2.0,0,10,Cash,2025-05-04
93,5/4/2025,1129,2034,401,2.0,108.94,10,Cash,2025-05-04
94,5/4/2025,1185,2038,404,1.0,1667.72,5,Credit,2025-05-04
95,5/4/2025,1114,2068,404,2.0,656.19,10,Debit,2025-05-04
96,5/4/2025,1085,2070,404,3.0,0,15,Cash,2025-05-04
97,5/4/2025,1082,2024,402,3.0,372.81,15,Debit,2025-05-04
99,5/4/2025,1081,2095,404,3.0,490.79,15,Debit,2025-05-04
100,5/4/2025,1098,2084,402,3.0,0,15,Cash,2025-05-04
101,5/4/2025,1009,2016,403,0.0,969.06,0,Debit,2025-05-04
102,5/4/2025,1112,2012,404,0.0,1869.57,0,Credit,2025-05-04
103,5/4/2025,1184,2018,404,1.0,488.03,5,Debit,2025-05-04
104,5/4/2025,1019,2060,403,2.0,0,10,Cash,2025-05-04
105,5/4/2025,1159,2088,404,0.0,0,0,Cash,2025-05-04
106,5/4/2025,1084,2086,404,2.0,2861.12,10,Online,2025-05-04
107,5/4/2025,1160,2091,404,0.0,905.79,0,Debit,2025-05-04
108,5/4/2025,1158,2008,402,2.0,159.82,10,Cash,2025-05-04
109,5/4/2025,1058,2095,401,3.0,2453.95,15,Online,2025-05-04
110,5/4/2025,1025,2097,401,3.0,842.1,15,Debit,2025-05-04
111,5/4/2025,1042,2088,403,0.0,709.35,0,Debit,2025-05-04
112,5/4/2025,1011,2041,401,2.0,0,10,Cash,2025-05-04
113,5/4/2025,1091,2047,404,1.0,0,5,Cash,2025-05-04
114,5/4/2025,1062,2067,404,1.0,0,5,Cash,2025-05-04
115,5/4/2025,1043,2022,401,3.0,2684.72,15,Online,2025-05-04
116,5/4/2025,1158,2087,402,3.0,477.96,15,Debit,2025-05-04
117,5/4/2025,1149,2018,402,3.0,1626.78,15,Credit,2025-05-04
118,5/4/2025,1163,2032,404,2.0,756.48,10,Debit,2025-05-04
119,5/4/2025,1170,2001,404,2.0,659.76,10,Debit,2025-05-04
120,5/4/2025,1173,2069,402,0.0,464.78,0,Debit,2025-05-04
121,5/4/2025,1113,2044,403,3.0,0,15,Cash,2025-05-04
122,5/4/2025,1176,2032,404,2.0,756.48,10,Debit,2025-05-04
123,5/4/2025,1050,2049,404,0.0,2819.52,0,Online,2025-05-04
124,5/4/2025,1060,2048,403,2.0,1144.42,10,Credit,2025-05-04
125,5/4/2025,1179,2037,401,3.0,1440.56,15,Credit,2025-05-04
126,5/4/2025,1070,2001,401,3.0,0,15,Cash,2025-05-04
128,5/4/2025,1056,2081,402,2.0,0,10,Cash,2025-05-04
129,5/4/2025,1173,2096,402,0.0,672.18,0,Debit,2025-05-04
130,5/4/2025,1160,2082,401,2.0,426.56,10,Debit,2025-05-04
131,5/4/2025,1112,2004,403,1.0,1669.05,5,Credit,2025-05-04
132,5/4/2025,1023,2037,403,3.0,2160.84,15,Online,2025-05-04
133,5/4/2025,1044,2025,402,2.0,223.7,10,Cash,2025-05-04
134,5/4/2025,1135,2064,403,1.0,793.91,5,Debit,2025-05-04
135,5/4/2025,1065,2061,403,2.0,639.74,10,Debit,2025-05-04
136,5/4/2025,1029,2059,401,1.0,921.69,5,Debit,2025-05-04
137,5/4/2025,1193,2028,404,2.0,1531.06,10,Credit,2025-05-04
138,5/4/2025,1023,2050,401,2.0,298.85,10,Cash,2025-05-04
139,5/4/2025,1137,2015,404,2.0,539.98,10,Debit,2025-05-04
140,5/4/2025,1172,2095,403,3.0,2453.95,15,Online,2025-05-04
141,5/4/2025,1163,2047,401,1.0,301.48,5,Debit,2025-05-04
142,5/4/2025,1120,2003,403,1.0,1039.99,5,Credit,2025-05-04
143,5/4/2025,1165,2008,404,2.0,53.27,10,Cash,2025-05-04
144,5/4/2025,1166,2052,401,1.0,658.13,5,Debit,2025-05-04
145,5/4/2025,1011,2004,403,3.0,3709,15,Online,2025-05-04
146,5/4/2025,1029,2012,402,1.0,0,5,Cash,2025-05-04
147,5/4/2025,1099,2058,403,3.0,666.75,15,Debit,2025-05-04
148,5/4/2025,1150,2095,402,3.0,490.79,15,Debit,2025-05-04
149,5/4/2025,1167,2012,404,3.0,0,15,Cash,2025-05-04
150,5/4/2025,1071,2004,403,1.0,834.52,5,Debit,2025-05-04
151,5/4/2025,1113,2056,402,2.0,839.55,10,Debit,2025-05-04
152,5/4/2025,1025,2087,403,2.0,0,10,Cash,2025-05-04
153,5/4/2025,1015,2050,403,1.0,504.31,5,Debit,2025-05-04
154,5/4/2025,1031,2058,401,1.0,2400.3,5,Online,2025-05-04
155,5/4/2025,1164,2081,401,0.0,2984.88,0,Online,2025-05-04
156,5/4/2025,1085,2031,402,1.0,508.77,5,Debit,2025-05-04
157,5/4/2025,1017,2097,402,1.0,757.89,5,Debit,2025-05-04
158,5/4/2025,1059,2042,402,0.0,0,0,Cash,2025-05-04
159,5/4/2025,1070,2018,402,2.0,0,10,Cash,2025-05-04
160,5/4/2025,1044,2014,401,1.0,886.68,5,Debit,2025-05-04
161,5/4/2025,1003,2045,402,2.0,499.42,10,Debit,2025-05-04
162,5/4/2025,1004,2022,403,0.0,671.18,0,Debit,2025-05-04
163,5/4/2025,1032,2094,404,0.0,493.35,0,Debit,2025-05-04
164,5/4/2025,1190,2008,404,3.0,266.36,15,Cash,2025-05-04
166,5/4/2025,1128,2028,401,2.0,2041.41,10,Online,2025-05-04
167,5/4/2025,1117,2082,401,0.0,799.8,0,Debit,2025-05-04
168,5/4/2025,1122,2051,404,0.0,234.64,0,Cash,2025-05-04
169,5/4/2025,1125,2091,404,0.0,1811.58,0,Credit,2025-05-04
170,5/4/2025,1020,2041,402,0.0,0,0,Cash,2025-05-04
171,5/4/2025,1032,2035,403,3.0,4499.95,15,Online,2025-05-04
172,5/4/2025,1152,2067,403,3.0,872.85,15,Debit,2025-05-04
173,5/4/2025,1129,2077,404,0.0,2809.15,0,Online,2025-05-04
174,5/4/2025,1179,2014,402,3.0,738.9,15,Debit,2025-05-04
175,5/4/2025,1115,2029,404,2.0,0,10,Cash,2025-05-04
176,5/4/2025,1116,2051,404,0.0,351.96,0,Debit,2025-05-04
177,5/4/2025,1080,2054,403,2.0,3602.04,10,Online,2025-05-04
178,5/4/2025,1095,2019,404,0.0,933.93,0,Debit,2025-05-04
179,5/4/2025,1023,2010,401,3.0,0,15,Cash,2025-05-04
180,5/4/2025,1024,2095,403,1.0,3533.69,5,Online,2025-05-04
181,5/4/2025,1142,2007,403,0.0,583.39,0,Debit,2025-05-04
182,5/4/2025,1105,2045,404,0.0,624.28,0,Debit,2025-05-04
183,5/4/2025,1073,2076,403,2.0,1934.57,10,Credit,2025-05-04
184,5/4/2025,1026,2073,402,1.0,1797.95,5,Credit,2025-05-04
185,5/4/2025,1168,2061,402,0.0,599.76,0,Debit,2025-05-04
186,5/4/2025,1089,2071,403,0.0,0,0,Cash,2025-05-04
187,5/4/2025,1195,2035,402,3.0,0,15,Cash,2025-05-04
188,5/4/2025,1143,2098,401,2.0,2178.86,10,Online,2025-05-04
189,5/4/2025,1007,2023,403,2.0,751.63,10,Debit,2025-05-04
190,5/4/2025,1086,2044,401,1.0,373.64,5,Debit,2025-05-04
191,5/4/2025,1036,2072,404,0.0,1260.9,0,Credit,2025-05-04
192,5/4/2025,1036,2094,401,0.0,2466.75,0,Online,2025-05-04
193,5/4/2025,1191,2067,402,3.0,872.85,15,Debit,2025-05-04
194,5/4/2025,1107,2058,403,1.0,1800.22,5,Credit,2025-05-04
195,5/4/2025,1094,2039,403,0.0,1952.88,0,Credit,2025-05-04
196,5/4/2025,1013,2019,402,0.0,0,0,Cash,2025-05-04
197,5/4/2025,1172,2010,403,3.0,0,15,Cash,2025-05-04
198,5/4/2025,1169,2054,404,3.0,900.51,15,Debit,2025-05-04
199,5/4/2025,1106,2034,402,0.0,136.17,0,Cash,2025-05-04
200,5/4/2025,1088,2055,401,2.0,129.46,10,Cash,2025-05-04
201,5/4/2025,1173,2086,404,2.0,715.28,10,Debit,2025-05-04
202,5/4/2025,1011,2028,404,0.0,0,0,Cash,2025-05-04
203,5/4/2025,1001,2026,403,1.0,190.4,5,Cash,2025-05-04
204,5/4/2025,1196,2017,403,2.0,370.96,10,Debit,2025-05-04
205,5/4/2025,1083,2015,401,3.0,0,15,Cash,2025-05-04
206,5/4/2025,1191,2055,402,1.0,48.55,5,Cash,2025-05-04
207,5/4/2025,1097,2068,402,2.0,1312.38,10,Credit,2025-05-04
208,5/4/2025,1018,2050,401,3.0,0,15,Cash,2025-05-04
209,5/4/2025,1004,2058,401,2.0,1066.8,10,Credit,2025-05-04
210,5/4/2025,1147,2054,404,3.0,2701.53,15,Online,2025-05-04
211,5/4/2025,1074,2014,404,0.0,738.9,0,Debit,2025-05-04
212,5/4/2025,1083,2021,404,2.0,668.33,10,Debit,2025-05-04
213,5/4/2025,1022,2055,401,1.0,97.09,5,Cash,2025-05-04
214,5/4/2025,1111,2075,404,0.0,1561.28,0,Credit,2025-05-04
215,5/4/2025,1101,2039,403,1.0,2636.39,5,Online,2025-05-04
217,5/4/2025,1130,2081,401,1.0,1343.2,5,Credit,2025-05-04
218,5/4/2025,1198,2044,403,1.0,186.82,5,Cash,2025-05-04
219,5/4/2025,1060,2013,402,2.0,0,10,Cash,2025-05-04
220,5/4/2025,1050,2022,402,0.0,671.18,0,Debit,2025-05-04
221,5/4/2025,1045,2098,404,3.0,907.86,15,Debit,2025-05-04
222,5/4/2025,1193,2072,404,2.0,1681.2,10,Credit,2025-05-04
223,5/4/2025,1160,2040,402,3.0,138.16,15,Cash,2025-05-04
224,5/4/2025,1017,2060,404,2.0,0,10,Cash,2025-05-04
225,5/4/2025,1070,2075,401,2.0,624.51,10,Debit,2025-05-04
226,5/4/2025,1129,2009,403,3.0,198.93,15,Cash,2025-05-04
227,5/4/2025,1115,2004,401,2.0,2225.4,10,Online,2025-05-04
228,5/4/2025,1073,2009,401,3.0,66.31,15,Cash,2025-05-04
229,5/4/2025,1118,2074,401,3.0,659.5,15,Debit,2025-05-04
230,5/4/2025,1146,2083,402,2.0,614.53,10,Debit,2025-05-04
231,5/4/2025,1154,2060,402,0.0,408.38,0,Debit,2025-05-04
232,5/4/2025,1115,2013,403,0.0,2806.08,0,Online,2025-05-04
233,5/4/2025,1129,2082,402,0.0,1066.4,0,Credit,2025-05-04
234,5/4/2025,1063,2090,404,3.0,71.64,15,Cash,2025-05-04
235,5/4/2025,1134,2066,402,2.0,1238.54,10,Credit,2025-05-04
236,5/4/2025,1095,2036,404,3.0,653.94,15,Debit,2025-05-04
237,5/4/2025,1198,2043,401,2.0,1397.52,10,Credit,2025-05-04
238,5/4/2025,1016,2042,401,3.0,0,15,Cash,2025-05-04
239,5/4/2025,1072,2032,402,2.0,1512.96,10,Credit,2025-05-04
240,5/4/2025,1020,2074,402,2.0,527.6,10,Debit,2025-05-04
241,5/4/2025,1079,2083,404,1.0,691.34,5,Debit,2025-05-04
242,5/4/2025,1152,2090,401,2.0,57.31,10,Cash,2025-05-04
243,5/4/2025,1143,2048,403,1.0,0,5,Cash,2025-05-04
244,5/4/2025,1171,2089,401,3.0,1654.08,15,Credit,2025-05-04
245,5/4/2025,1130,2046,401,2.0,106.98,10,Cash,2025-05-04
246,5/4/2025,1079,2023,402,2.0,3006.53,10,Online,2025-05-04
247,5/4/2025,1196,2062,402,1.0,1114.85,5,Credit,2025-05-04
248,5/4/2025,1035,2019,401,2.0,0,10,Cash,2025-05-04
249,5/4/2025,1025,2064,401,2.0,705.7,10,Debit,2025-05-04
250,5/4/2025,1196,2079,402,3.0,2851.62,15,Online,2025-05-04
251,5/4/2025,1039,2020,402,1.0,338.25,5,Debit,2025-05-04
252,5/4/2025,1184,2056,401,3.0,1574.16,15,Credit,2025-05-04
253,5/4/2025,1093,2086,402,3.0,3576.4,15,Online,2025-05-04
254,5/4/2025,1156,2036,404,1.0,392.36,5,Debit,2025-05-04
255,5/4/2025,1136,2030,403,3.0,509.91,15,Debit,2025-05-04
256,5/4/2025,1049,2047,404,3.0,1674.9,15,Credit,2025-05-04
257,5/4/2025,1196,2036,404,3.0,0,15,Cash,2025-05-04
258,5/4/2025,1041,2025,402,2.0,671.09,10,Debit,2025-05-04
259,5/4/2025,1013,2082,404,2.0,1066.4,10,Credit,2025-05-04
260,5/4/2025,1141,2013,401,2.0,748.29,10,Debit,2025-05-04
261,5/4/2025,1021,2097,402,2.0,673.68,10,Debit,2025-05-04
262,5/4/2025,1115,2065,402,3.0,1881.36,15,Credit,2025-05-04
263,5/4/2025,1023,2028,404,2.0,510.35,10,Debit,2025-05-04
264,5/4/2025,1006,2053,401,3.0,610.15,15,Debit,2025-05-04
265,5/4/2025,1128,2047,402,3.0,1004.94,15,Credit,2025-05-04
266,5/4/2025,1020,2047,402,0.0,669.96,0,Debit,2025-05-04
267,5/4/2025,1081,2012,403,1.0,1682.61,5,Credit,2025-05-04
268,5/4/2025,1035,2004,403,3.0,927.25,15,Debit,2025-05-04
269,5/4/2025,1178,2017,404,3.0,1854.8,15,Credit,2025-05-04
271,5/4/2025,1065,2027,402,3.0,775.83,15,Debit,2025-05-04
273,5/4/2025,1077,2015,401,1.0,1822.42,5,Credit,2025-05-04
274,5/4/2025,1107,2081,404,0.0,2238.66,0,Online,2025-05-04
275,5/4/2025,1028,2063,401,1.0,994.43,5,Debit,2025-05-04
276,5/4/2025,1183,2018,403,3.0,2711.3,15,Online,2025-05-04
278,5/4/2025,1146,2053,402,0.0,1220.3,0,Credit,2025-05-04
279,5/4/2025,1134,2046,401,0.0,33.43,0,Cash,2025-05-04
280,5/4/2025,1099,2060,401,3.0,1633.52,15,Credit,2025-05-04
281,5/4/2025,1095,2032,401,2.0,1512.96,10,Credit,2025-05-04
282,5/4/2025,1017,2044,402,0.0,207.58,0,Cash,2025-05-04
283,5/4/2025,1197,2074,403,1.0,593.55,5,Debit,2025-05-04
284,5/4/2025,1011,2045,403,1.0,842.78,5,Debit,2025-05-04
286,5/4/2025,1161,2023,402,0.0,939.54,0,Debit,2025-05-04
288,5/4/2025,1075,2025,401,1.0,0,5,Cash,2025-05-04
289,5/4/2025,1010,2040,403,3.0,138.16,15,Cash,2025-05-04
290,5/4/2025,1139,2060,403,0.0,1225.14,0,Credit,2025-05-04
291,5/4/2025,1192,2082,402,2.0,213.28,10,Cash,2025-05-04
293,5/4/2025,1069,2015,403,3.0,2699.88,15,Online,2025-05-04
294,5/4/2025,1102,2095,404,3.0,1472.37,15,Credit,2025-05-04
295,5/4/2025,1086,2023,404,3.0,3758.16,15,Online,2025-05-04
296,5/4/2025,1094,2066,403,0.0,1032.12,0,Credit,2025-05-04
297,5/4/2025,1186,2054,401,3.0,0,15,Cash,2025-05-04
298,5/4/2025,1154,2023,403,2.0,751.63,10,Debit,2025-05-04
299,5/4/2025,1026,2010,403,2.0,62.27,10,Cash,2025-05-04
300,5/4/2025,1078,2057,404,1.0,393.28,5,Debit,2025-05-04
301,5/4/2025,1176,2056,403,3.0,524.72,15,Debit,2025-05-04
302,5/4/2025,1010,2093,403,3.0,0,15,Cash,2025-05-04
303,5/4/2025,1070,2081,401,0.0,1492.44,0,Credit,2025-05-04
304,5/4/2025,1171,2081,404,2.0,596.98,10,Debit,2025-05-04
305,5/4/2025,1131,2095,402,0.0,1472.37,0,Credit,2025-05-04
306,5/4/2025,1036,2077,404,0.0,1123.66,0,Credit,2025-05-04
307,5/4/2025,1032,2008,402,2.0,106.54,10,Cash,2025-05-04
308,5/4/2025,1092,2049,401,1.0,0,5,Cash,2025-05-04
309,5/4/2025,1173,2057,403,2.0,349.58,10,Debit,2025-05-04
310,5/4/2025,1113,2097,401,1.0,757.89,5,Debit,2025-05-04
311,5/4/2025,1135,2046,404,2.0,80.23,10,Cash,2025-05-04
312,5/4/2025,1166,2035,402,0.0,899.99,0,Debit,2025-05-04
313,5/4/2025,1006,2094,402,3.0,1480.05,15,Credit,2025-05-04
314,5/4/2025,1132,2049,401,2.0,1503.74,10,Credit,2025-05-04
315,5/4/2025,1198,2033,404,1.0,2257.88,5,Online,2025-05-04
316,5/4/2025,1156,2036,404,1.0,784.73,5,Debit,2025-05-04
317,5/4/2025,1031,2017,401,3.0,0,15,Cash,2025-05-04
318,5/4/2025,1044,2091,404,0.0,1811.58,0,Credit,2025-05-04
319,5/4/2025,1174,2040,403,0.0,34.54,0,Cash,2025-05-04
320,5/4/2025,1140,2069,403,2.0,557.74,10,Debit,2025-05-04
321,5/4/2025,1040,2091,402,2.0,724.63,10,Debit,2025-05-04
322,5/4/2025,1130,2028,401,1.0,574.15,5,Debit,2025-05-04
323,5/4/2025,1035,2030,404,0.0,339.94,0,Debit,2025-05-04
324,5/4/2025,1092,2070,403,3.0,102.54,15,Cash,2025-05-04
325,5/4/2025,1141,2016,401,0.0,0,0,Cash,2025-05-04
326,5/4/2025,1079,2050,404,3.0,186.78,15,Cash,2025-05-04
327,5/4/2025,1196,2052,401,1.0,2632.54,5,Online,2025-05-04
328,5/4/2025,1081,2082,401,3.0,1066.4,15,Credit,2025-05-04
329,5/4/2025,1119,2087,403,1.0,0,5,Cash,2025-05-04
331,5/4/2025,1110,2064,401,0.0,0,0,Cash,2025-05-04
332,5/4/2025,1132,2019,403,1.0,1681.07,5,Credit,2025-05-04
333,5/4/2025,1041,2041,402,2.0,643.37,10,Debit,2025-05-04
334,5/4/2025,1132,2036,401,2.0,348.77,10,Debit,2025-05-04
335,5/4/2025,1050,2081,403,1.0,2686.39,5,Online,2025-05-04
336,5/4/2025,1160,2038,401,1.0,0,5,Cash,2025-05-04
337,5/4/2025,1151,2074,402,1.0,1187.1,5,Credit,2025-05-04
338,5/4/2025,1168,2079,403,0.0,1901.08,0,Credit,2025-05-04
339,5/4/2025,1007,2010,401,2.0,62.27,10,Cash,2025-05-04
340,5/4/2025,1166,2026,404,0.0,0,0,Cash,2025-05-04
341,5/4/2025,1127,2080,403,2.0,1997.42,10,Credit,2025-05-04
342,5/4/2025,1123,2031,404,2.0,1356.72,10,Credit,2025-05-04
343,5/4/2025,1116,2009,401,1.0,119.36,5,Cash,2025-05-04
344,5/4/2025,1112,2053,404,3.0,0,15,Cash,2025-05-04
345,5/4/2025,1052,2043,402,2.0,698.76,10,Debit,2025-05-04
346,5/4/2025,1183,2040,403,3.0,103.62,15,Cash,2025-05-04
347,5/4/2025,1033,2097,403,0.0,4210.5,0,Online,2025-05-04
348,5/4/2025,1081,2030,404,0.0,339.94,0,Debit,2025-05-04
349,5/4/2025,1068,2057,402,1.0,1179.85,5,Credit,2025-05-04
350,5/4/2025,1024,2006,403,3.0,594,15,Debit,2025-05-04
351,5/4/2025,1157,2053,402,1.0,1098.27,5,Credit,2025-05-04
352,5/4/2025,1083,2073,403,1.0,2247.44,5,Online,2025-05-04
353,5/4/2025,1195,2020,404,3.0,1879.15,15,Credit,2025-05-04
354,5/4/2025,1127,2039,404,0.0,1952.88,0,Credit,2025-05-04
355,5/4/2025,1023,2050,404,1.0,0,5,Cash,2025-05-04
356,5/4/2025,1055,2074,403,0.0,1978.5,0,Credit,2025-05-04
357,5/4/2025,1012,2036,404,3.0,653.94,15,Debit,2025-05-04
358,5/4/2025,1073,2068,401,0.0,2460.72,0,Online,2025-05-04
359,5/4/2025,1110,2017,403,2.0,370.96,10,Debit,2025-05-04
360,5/4/2025,1195,2051,403,0.0,117.32,0,Cash,2025-05-04
361,5/4/2025,1102,2006,402,2.0,792,10,Debit,2025-05-04
362,5/4/2025,1141,2036,401,3.0,871.92,15,Debit,2025-05-04
363,5/4/2025,1129,2057,403,0.0,1747.92,0,Credit,2025-05-04
364,5/4/2025,1032,2012,404,2.0,997.1,10,Debit,2025-05-04
365,5/4/2025,1086,2071,403,1.0,553.64,5,Debit,2025-05-04
366,5/4/2025,1050,2077,404,0.0,561.83,0,Debit,2025-05-04
367,5/4/2025,1011,2004,402,2.0,0,10,Cash,2025-05-04
368,5/4/2025,1121,2066,404,1.0,0,5,Cash,2025-05-04
369,5/4/2025,1155,2065,402,2.0,1128.82,10,Credit,2025-05-04
370,5/4/2025,1156,2040,402,3.0,138.16,15,Cash,2025-05-04
371,5/4/2025,1157,2094,403,2.0,1578.72,10,Credit,2025-05-04
372,5/4/2025,1129,2065,404,2.0,752.54,10,Debit,2025-05-04
373,5/4/2025,1121,2002,403,2.0,2771.2,10,Online,2025-05-04
374,5/4/2025,1172,2014,404,2.0,197.04,10,Cash,2025-05-04
375,5/4/2025,1185,2088,401,3.0,2128.05,15,Online,2025-05-04
376,5/4/2025,1067,2083,402,0.0,0,0,Cash,2025-05-04
377,5/4/2025,1149,2061,402,3.0,1199.52,15,Credit,2025-05-04
378,5/4/2025,1037,2087,402,0.0,318.64,0,Debit,2025-05-04
379,5/4/2025,1146,2089,401,1.0,744.34,5,Debit,2025-05-04
380,5/4/2025,1004,2056,403,3.0,2098.88,15,Online,2025-05-04
381,5/4/2025,1038,2052,402,3.0,2193.78,15,Online,2025-05-04
383,5/4/2025,1180,2017,402,2.0,741.92,10,Debit,2025-05-04
384,5/4/2025,1169,2061,404,2.0,319.87,10,Debit,2025-05-04
385,5/4/2025,1044,2058,403,2.0,1066.8,10,Credit,2025-05-04
386,5/4/2025,1173,2098,403,3.0,3631.44,15,Online,2025-05-04
387,5/4/2025,1049,2031,403,2.0,1356.72,10,Credit,2025-05-04
388,5/4/2025,1057,2038,403,1.0,2501.58,5,Online,2025-05-04
389,5/4/2025,1176,2090,404,2.0,343.87,10,Debit,2025-05-04
390,5/4/2025,1122,2044,403,2.0,166.06,10,Cash,2025-05-04
391,5/4/2025,1031,2073,404,3.0,1498.29,15,Credit,2025-05-04
392,5/4/2025,1088,2098,402,2.0,726.29,10,Debit,2025-05-04
393,5/4/2025,1010,2036,401,2.0,348.77,10,Debit,2025-05-04
394,5/4/2025,1113,2083,403,3.0,3072.64,15,Online,2025-05-04
395,5/4/2025,1054,2025,403,2.0,671.09,10,Debit,2025-05-04
396,5/4/2025,1035,2013,402,1.0,1683.65,5,Credit,2025-05-04
397,5/4/2025,1012,2085,402,1.0,217.94,5,Cash,2025-05-04
398,5/4/2025,1013,2012,404,2.0,1994.21,10,Credit,2025-05-04
399,5/4/2025,1183,2060,401,1.0,367.54,5,Debit,2025-05-04
